,tweets,label,username,location
3499,@OccupyDemocrats I am Democratic and no way in hell would I trust Trumps vaccine even though now the Dems are forcing it to kill us. Trump is playing 5D chess with us. Be safe and smart.,,tenin800,"Murrieta, CA"
3500,@gay_lussac @bkives CDC is not the trustworthy source of info it once was - Trump gutted it and it's now a political tool. See @michaelmina_lab's account - he's been right about everything from the start of the pandemic. (And rapid tests still work against Omicron).  https://t.co/b2aybhmQRc,,WanderingGirl10,Winnipeg
3501,"@DanRutter @FPWellman That apathy is one consequence of the failure to apply the law to Trump and the co-conspirators. Before January 6, there should be a nationwide protest against the Garland/Biden dereliction of duty. Seize control of the message.",,Fideli7a,
3502,"Real fashion icons don't wear facemasks. Melania Trump is NOT the top fashion icon of our time for that reason alone. #MelaniaTrumpFashionFlop #TraitorTrump #FuckTrump
https://t.co/8vk8cYcnf9",,CowBrandBaking,Vancouver
3503,"@amvetsupport Republicans are attacking him because they hate anything democratic and are happy to kill people in order to promote @GOP However Fauci did bad stuff under Trump and promoted questionable research that may have led to COVID. He also lied early on about masks, he should be fired",,Refplace,"Yukon, OK"
3504,#IHadAWhiteFriend who sounds very similar. A @FoxNews viewer. He even thinks TFG still won and teachers teach kids to be gay in schools. He's got zero kids attending. He's brain trained by his news source. Putin and Murdoch have plans. Trump their tool. https://t.co/2fUqqVVMir,,meventing,@MullicaMichelle not SANDIE 
3505,"Pisses me off seeing these fnaf retweets on my timeline by lgbt folks. You know the creator of the game contributed to trump and other anti-lgbt conservative politicians, right?",,pissybadger,Toronto
3506,"And I know someone is going to I'm privileged so my opinion doesn't matter, but let me get this out of the way.

I'm a lower middle class, mixed raced gay man who lives in a county in Northern Florida that voted for Trump by close to 40%.",,SleepyJosh7,Florida (sorry)
3507,Trump says his vaccines are safe. So you can wait 75 years for the safety data. #FuckTrump #TraitorTrump https://t.co/rmrrq2ooMK,,CowBrandBaking,Vancouver
3508,"@ryanlcooper It's gonna be a helluva lot worse than that.  Trump will absolutely use putin-esque methods, nat'l Dems will be imprisoned, blue voters will be identified &amp; punished, &amp; social media will be nationalized.  MAGA *wants* to kill a lotta people.  Given a chance, they will.",,AntiEntropicMan,"Earth, but willing to travel"
3509,"@mikepompeo Why did your boss, Trump, allow China to attack our country with a biological weapon and then tell us not to worry about it? Why is the @GOP still telling us we shouldn't take measures to protect ourselves? You are complicit in helping China kill Americans.",,EvermoreHavoc,
3510,Trump knew COVID-19 could kill.  He just didn�t care.,,Nickhol22186542,"Washington, USA"
3511,@AnthonieLouise Donald vax trump with held money to the WHO so that kill Gates could buy 85% of the shares so trump did this and vanguard own kill gates,,bergkamp75,"Belfast, Northern Ireland ??"
3512,"@JoeTalkShow You guys have such short memories. We still remember Chump calling women �dogs� or referring to �shithole countries�. And then there was the time he ridiculed a disabled reporter and claimed that Mexicans were all �murderers and rapists�.

https://t.co/Hbt3zDoxCL",,jbrdiver2020,Planet Earth
3513,Hour new sign out front of hour home. A #MANDATE Isn't A #LAW! It's When 2 Men Go to Dinner.  #covid #covid_19 #vaccination #vaccine #covidvacccine #MAGA #Trump #Trump2024 #DonaldTrump #republican #GOP #GQP #conservativegirls #sign #yardsign #letsgobrandon #gay #LGBTQIAvisibility https://t.co/RRNQDwF6cw,,MikeOxmaulsGuns,"Philadelphia, PA"
3514,"@thehill @RepMeijer I just love it when these guys pretend to care about the poor people of Afghanistan. They were pretty silent during Trump's 4 year "" Muslim Ban! """,,karengroucutt,
3515,"It is Wednesday December 29, 2021, 10:26:02. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
3516,"@MarisaWard57 @DSirenite @2RawTooReal Marisa - Are drone strikes that kill innocent people OKAY with you when NOT done by Trump? You seem to be okay with it,  can you explain WHY?",,MatthewSchw,
3517,"@Yahoo #COVID19 Why is the @GOP @FoxNews  and @SenRonJohnson trying to kill off their base?
#GetVaxxed #WearAMask
Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame https://t.co/hEmKKT3qCG",,skyco_g,
3518,"@MarisaWard57 @DSirenite @2RawTooReal Oh cool, who knew that TRUMP killing people with drone strikes meant that Obama can kill  innocent people with drone strikes?",,MatthewSchw,
3519,"@KaeppelDave @enrich1212 @Blueliberals @KaeppelDave He called all Mexicans rapists and made fun of a disabled man. If that's not prejudice, it's at the very least bully behaviour.

Donald Trump being elected made me lose all respect for American politics. To be a leader in the UK, a lot more is required.",,SFStephen92,"Yorkshire, England"
3520,"@ChrisClaytonDTN @JDScholten He�s also the same guy that told us Obama was going to kill grandma. Turns out, Trump killed grandma in 2020.",,NOUVEAUXDEBUTS,Midwest Girl
3521,"@fake_biden @STabbytosavit If trump jr was gay, and couldn�t admit it to his father or himself, you�d get something similar to Hershel walker�s son.",,TuffTiffResists,"Ohio, USA"
3522,Jake Tapper: Trump tried to kill democracy once. He'll do it again - CNN Video https://t.co/rvu3R9DZnq,,wood_brwood333,Fredericton NB
3523,Trump+Desantis would literally kill everyone https://t.co/poSH0Sptzb,,rofflekris,
3524,"If the CDC had arbitrarily shortened the isolation period after the CEO of Delta had sent that letter to Trump, every news agency under the sun would be screaming their head off about it. Instead we have @chrislhayes letting people talk about ""trade offs"" as they plan to kill us.",,Alexand3rTheMeh,
3525,This fucker is the same if not worse than trump on his response to the virus https://t.co/96NxTCAAyG,,_trissypoo,they-them
3526,Some of my Melania Trump Fashion Icon videos went viral and had huge numbers of people seeing them. Now they're all permanently deleted from YouTube. I don't care. #FuckTrump #TraitorTrump #TrumpsVaccines https://t.co/Zw1NL9ozYr,,CowBrandBaking,Vancouver
3527,"@WatchdogDiva @grantstern Ok, thank you for your definition &amp; it shows that there was no coup. If you really think there was one, then you are incredibly stupid. Also look into why #trump asked for more police as he got word the feds were filtrating the protest &amp; wanting chaos. Look up Ray Epps &amp; feds.",,Torgo_Is_Here,"Tampa, FL"
3528,"After viewing the Jan 6th insurrection attempt,  it seems to be quite clear that trump engineered this felony!    He tried to kill our democracy.....the death penalty sounds reasonable!",,SONDRAKAPLAN13,
3529,"I have to take a break to get my morning coffee but I will be back soon, just absolutely trashing Trump. What an absolute idiot and a traitor he is and his base is a cult, very much so. #FuckTrump #TraitorTrump #TrumpsVaccines https://t.co/rh3UU7LNQV",,CowBrandBaking,Vancouver
3530,The more I hear about Vance the more depressing things get. I think if Manhattan refuses to indict trump there will another March and protest by the Dems in America.Probably around the world. I am off of here can't see anymore.,,GardenSeniors,
3531,"since we're playing what-aboutism, what aboutt the nearly million people who have died of COVID bc you spread disinfo  at the beginning and discounted medical treatments, it continues to kill unvaccinated trump supporters while it continues to mutate bc it is not contained. https://t.co/0dAJpX8MXb",,lalasherman,"Vashon Island, WA"
3532,"@Bladerunnerjul1 @CatIsMeowing @ToniJarvis19 @McBrideLawNYC @julie_kelly2 @DarrenJBeattie Hold on a second. The Trump administration said they had no idea a violent protest was going to happen. But you're now saying they knew ""something was going to go down""?

Are you saying Trump is lying???

Remember that Trump was still in charge of the Federal government on 1/6.",,SenatorMurray,Dinesh D'Souza's mind
3533,#IHadAWhiteFriend who created an IG account with another white friend during the BLM protest called �Rice and Crackers� It was all about proving why trump wasn�t a racist and why the BLM protest were misguided. We are no longer friends. https://t.co/QLl0J1zdFw,,JulienneIrons8,"Los Angeles, CA"
3534,"I have deleted ALL videos on my Melania Trump Fashion Icon Rumble channel and replaced them with this. I am on a total tirade against Trump. #FuckTrump #TraitorTrump
https://t.co/sE5Pzelg5t",,CowBrandBaking,Vancouver
3535,"@joncoopertweets didn't Trump deny it and hide at rat infested Mara-Lago 25% of his ""presidency"". He lost popular vote twice in 4 years and blamed Mexicans first in 2016, and then life- long State level republicans and a dead #HugoChavez from Venezuela. 2020",,Umpcua29,"Towson, MD"
3536,"I have deleted ALL my Melania Trump Fashion Icon videos from my YouTube channel and replaced them with this. #TraitorTrump #FuckTrump #TrumpsVaccines
https://t.co/8vk8cYcnf9",,CowBrandBaking,Vancouver
3537,"If you think Jan 6th was just a tourist gathering, a Trump Rally, like any other protest march, YOU ARE A BRAIN DEAD GQP, Fake Conservative, FUHRER TRUMP worshipper!",,yeawelltoldu,
3538,nahhh trump is pro gay its a fact he posed with rainbow flag even. drm was a kind of trumpie to complain about sn� � did u rlly just say grump is pro gay cause he took a picture with a pride flag ? https://t.co/lsADSQml6b,,gbwcee,he/him
3539,"@ProgressiveSom @GeorgePapa19 George Papadopoulos in 3 months: ""Trump will be the first POTUS to reign from a federal prison.""",,slut_poker,
3540,I had my account suspended for 12 hours for criticizing Trump on the vaccines after my tweet was reported by a triggered Trump supporter. So now I am on an anti-Trump blitz. #FuckTrump #TraitorTrump #FreeSpeech,,CowBrandBaking,Vancouver
3541,"@thotmystic @laurenrosemcg @ablackcatstail @nathaliejacoby1 Stein was your candidate. She wasn�t a suggestion.
As for Clinton losing, she did win the popular vote. And lots of people voted tRump because they thought she�d win and he was their protest vote. They, like you, fell for all the lies about her.",,BlissErin,United States
3542,"@jennifer_calif @PressSec Thats all great except the left ran with this tactic well before Trump was President. Starting with the ""mexicans are rapists"" lie. Watch the whole video and see the lie the left started.",,snkerlocker,
3543,"@RepStefanik Stefanik�s 2021 in Review

? LIED about massive voter fraud
? Signed on to kraken lawsuit
? Voted to decertify electors
? Opposed the bipartisan 1/6 investigation
? Stood with Trump as he called our election an �insurrection� &amp; 1/6 a �protest.�
? Betrayed her nation https://t.co/pwnEKJ27Ud",,FrankFunaro,New York City
3544,"@The_KingfishSA @hobocouture0 @AnnaTarkov @halaljew They tried to kill people so that Trump could overturn the election, they even planted IEDs",,MarkORWalsh,Estonia
3545,"@TimRunsHisMouth @DonaldJTrumpJr oh, an ass who works for tRump lying through omission, who would have thought? the full story: 5 Men Being Arrested After Storming NYC Burger King to Protest Vaccine Mandate",,JAF68184320,Georgia Mountains
3546,@Benjamin_Riggs I am not sure if this lead to Trump but I recall being pretty livid at the time. Note Obama voted for several poison pill  amendments designed to kill the bill. . I think many thought it would be revisited during Obama first term but it was not a high priority to say the least,,nwlaguy,Louisianaw
