,tweets,label,username,location
461,"""Highly armed responders""-bullsh#t. It trump had ordered, acting AG Rosen would have made these guys the spear tip allowing trump to declare a national emergency &amp; martial law. 

Exclusive: Secret commandos with shoot-to-kill authority were at Capitol https://t.co/PNWRZTWq6g",,StephenGlahn,Texas
462,"@DineshDSouza Hmm, only one person was shot, and she was shot by a capital cop, not these special units. So if they were there to kill Trump supporters, they did a bad job",,p_desautels,
463,@MarshaBlackburn Big @GOP wants to profit at the expense of killing Americans for failure to deliver Public Health. And kill Democracy by lying constantly about the 2020 election. 74% of GOP voters think Trump won. Marsha…that’s the big story.,,lesterhayes999,"Winston-Salem, NC"
464,"If anyone is wondering - I definitely fall into the Cruz-Trump-Paul approach to running for office.  I don’t care about the cool-kids clique.  Never have, never will.  Like me or hate me. I’m not falling for Crony Capitalism campaign checks like my career-politician opponent does https://t.co/vtuCLMKhfB",,slocumfortexas,The Entire State of Texas!
465,"Just now admitted, a top-secret force, under command of the Trump appointed acting AG, reporting to Trump, with shoot-to-kill authority, was at the Capitol on 1-6-21.  Next: MAGA armbands, raised arm salutes, shouts of ""Hail Trump!"" Wake up Americans to the coup in the making!",,mbchatter,In your communication device!
466,"When Trump said Covid decisions should be handled at the state level, he was criticized and they said he’d kill thousands! 

When Biden does the EXACT same thing…the media is silent! #BS #biasmedia",,ReimTopher,
467,"@WalshFreedom Don’t worry…#Democrats control the propagandist media. They will use it in the most advantageous way possible which means dishonestly.

And you are a Democrat operative, not a republican that decided bla bla bla hate trump bla bla bla",,winthorpphd,"Washington, DC"
468,"@TheChristianLft Dear Paul,

Paul Siegel the GOP is Dead it started dying in the 1950's with the Senator from Wisconsin and his Red Baiting. It turned to criminal action under Nixon.  It  turned to Theocracy under Reagan.  It turned to War under Bush.  It turned to Overt Hate under Trump.",,mnmmdln1962TWO,
469,"@magickalslave To be fair, with Trump you never knew what new completely horrible bullshit was going to happen next. With Biden at least you know that he’s either going to do nothing about Republican appointees and policy, or he’s going to renege on a campaign promise. I hate him so much.",,Brushwolf,occupied Duwamish territory
470,"It's quite astonishing to see the projection here.

Jared Kushner counseled Trump to do nothing about Covid because he thought it would only kill Democrats in Blue states. https://t.co/sevmRDLPwf",,MainStreetMuse,"Main Street, USA"
471,waiting for my aunt to blame the president for prices of things to go up…even though she was one of the ones to get mad at people saying trump was the reason prices went up…the double standards kill me,,_taecult_,‘95 liner / 🇺🇸
472,Also follow up on the neighbor who I said may hate me either because he’s heard me scream I’d fuck Bigfoot or because he’s a trump supporter. Turns out it’s cause he’s a trump supporter and he’s rude af to everyone on the block. So… yay.,,KatCommander,
473,"@rentnil48 Whether it affects the majority of Americans wasnt the question. There are plenty of Federal legistation that does not affect the majority of Americans, Gay Marriage, The Civil Rights Acts, The trump tax bill.",,6two2forty,The Palmetto State 
474,"@YoRosesYo @Megawatts55 I really think they thought they could stop the certification by starting a brawl outside the Capitol &amp; blaming it on ANTIFA!
The lack of counter protests proves whats been said all along the left isn’t motivated by hate &amp; lies, they had no reason to protest that day! Trump lost!",,Pop3Pam,Washington State
475,"@mstrof6furlongs Anyone who can rave about Trump, write a book about him whose title replaces the word God with Trump, then suddenly one day hate him like he's her worst enemy ...okay, she's unstable then. https://t.co/L0qY6PoyXu",,h0memadetweets,
476,"@AndersEigen @dr_awald @BeschlossDC Cool.

The Constitutional process was followed, including trump's right to protest in court. 

Under that process, Biden won and there was no fraud.

If you respect the Constitution, you'll respect the outcomes that result from the Institutions and Laws that it sprouted.",,LogicalLIberal5,Middle America
477,"Trump released 5000 Taliban fighters to prop up his campaign. 

Russia and Iran armed, funded the Taliban. They flooded the terrorists with weapons to kill Americans 

Trump was warned but repeatedly ignored the intel and sided with Putin, AGAIN!
 #TrumpisaNationalDisgrace https://t.co/kZzSRGeYjM",,PatWay1979,"Palm Beach, FL"
478,"@karenrayphoto @OldSalz Ha ha so funny. See everyone I hate trump I’m one of the good people in the “in crowd”. Good God, have some independent thought.",,ScelzoRp,
479,"@Kindly_Rewind @briantylercohen @GOP Also, how do you want him to address the social divide? Half the country thinks a chant ""let's go Brandon"" is cool. 🙄 I mean, come on. At least people who hate Trump had the balls to just come out and say fuck Trump.
But please. Tell me how he's supposed to address this. https://t.co/N6BVC21Mq5",,mortalcassie,"Pittsburgh, PA"
480,@Robert30033154 @seanhannity @mikepompeo Yeah how could trump want to kill a poor guy that just wanted to kill many many more Americans. SMH,,blondage78,"Abbeville, SC"
481,"@Guns_Velez @lisamurkowski Why do you hate Alabama First?

President Trump should endorse me because I am Alabama First with Lisa Murkowski’s endorsement!",,BatieKrittforAL,
482,"@AntifaBia No. I voted for him, because i hate trump. Biden is not the great uniter he said he was.",,NCB116,"Right now, California"
483,"Donald Trump Endorses Representative Mary Miller, Who Declared 'Hitler Was Right' https:// Hitler said whoever has youth has power &amp; that happened for the Nazi's. Dems, like Hitler, controls media, academia, military, law enforcement and if not stopped will kill Lady Liberty.",,NazisStopthe,
484,"@BagdMilkSoWhat @PaulLeeTeeks As much as I hate tRump, he was coming from a limousine which did not have a toilet... I'm pretty sure he was trying to mimic a cartoon superhero having a human moment...",,Christo80443472,"Houston, Tx"
485,"@JordanSchachtel Good question. Probably nothing! 
Love him or hate him, at least Trump was an outsider and he DID STUFF to make USA great again.",,Factsma52343666,Australia
486,@Nitrate126 @dreadGodshand @LMDmusicc @steffie1239 @robreiner Trump asking the protestors to protest peacefully and obey the laws isn’t violence.,,EdLElliott1,Palm Beach Gardens Fl
487,@patmorris37 @LRonMexico US democratic norms aren't democratic. Trump can't kill what's already dead.,,ScandiBound,worst timeline
488,"It is Monday January 03, 2022, 21:26:01. Joe Biden has not restored immigration opportunity to those denied under the Trump Administration's racist ""Muslim Ban"".",,tankiebot69420,
489,"@RepLizCheney Blaming Trump for Jan 6th is like blaming the wall after you smashed your head into it. Trump had every right to call for a protest. Dems did it for 4yrs while Trump was in office. Millie called out the Guard for the BLM PROTEST but refused to call them out for Jan 6th?
🙉🙈🙊 https://t.co/KtNAhQYMe4",,mcforgod,
490,"Trump cannot win in 2024!

Who else thinks he will actually win and be back to kill democracy altogether?",,EmBello9,It Snows here 
491,"Uncle Gary's R. A. G. A. POST
MARVTASTIC MONDAY
WILL 2022 BE BETTER?
2021's Good News? #COVID19 #vaccines A+ worldwide. #Trump loses to  #Twitter, #Biden &amp; G7. Renewable Energy's biggest yr. Most diverse Oscars 1st African &amp; woman leads WTO &amp; woman leads Muslim Councilof Britain. https://t.co/zOtpuejfNS",,Globescopeae,"New York, New York"
492,capitol riot donald trump FBI January 6 https://t.co/1KVC61jjDY,,Mr_unknownh,"Florida, USA"
493,"@TaraKwriter @tastyvocals @nathaliejacoby1 I’m still amazed that after Trump got kick off for just being an indecent human being, Twitter still allows other accounts to just repeat all his hate, lies and nonsense.",,eble_tim,"Charleston, SC"
494,"@amandacarpenter That’s the poll @TheDemocrats need to take to the midterms. Pictures of smiling GOP, quotes from them saying it was a regular tour and peaceful protest, trying to gaslight America en mass. And then they need to show ads about the gop obstructing everything to cover for Trump.",,IJKAFK,
495,"@dougducey is a disgusting human being. He's an idiot, he's a ignorant idiot who is helping kill people by doing shit, just like his god Trump did. https://t.co/pWsHO5I1A7",,RealAndroidgal,Az
496,@PressSec @POTUS Trump handed Biden a vaccine to work with...Biden wants to kill jobs because the vaccine is fully effective.  Give Joe some smelling sauce to wake him up to work with the drug companies to tweak and update the vaccine!,,mjs966168,
497,"@KarenBeChirico @Mehitabel1234 @FrankFigliuzzi1 Trump really thought on such a happy occasion as having their candidate certified as POTUS, progressive &amp; Democrat activists would show up to counter protest his MAGA mob for no reason other than hate!
What he learned is that’s not what motivates the left, they could care less!",,Pop3Pam,Washington State
498,"Just look what tRump did.

Exclusive: Secret Commandos with Shoot-to-Kill Authority Were at the Capitol https://t.co/mTSsjeKuS3",,JaraWilliams3,"Sacramento, Ca"
499,New York attorney general asks court to enforce subpoenas of Trump children in tax fraud probe https://t.co/KWWbE9f3dv The hate for Trump continues,,flynnjhn,
0,"If the GOP can retake the House and Senate, as well as hold together the Trump coalition while keeping Trump on the sidelines, it will prove it’s a serious institution worthy of a place in public affairs. https://t.co/NrbdzPFNKW",,alexwsalter,"Lubbock, TX"
1,@TomJipping @Heritage #Trump knew the #Democrats would eventually kill the filibuster.  That's why he recommended it to #McConnell.,,American1969A,
2,".@glennkirschner2 .@B52Malmet .@JudyPete MTG is pure hate, pure fascist evil. She is unfit for any government office. The fact that Trump is still at large supporting her and able to gin up their disgusting base is a travesty. https://t.co/ytvUpkliZc",,ChattJazz,
3,"I don't understand the loyalty of certain folk in the @GOP @GOPLeader to Trump.
Is it political ideology or like the Pretty Woman character played by Jason Alexanser was told by Richard Geer, ""It's not me you love but the kill"". Then to be betrayed by Trump? He put them in danger https://t.co/IPf3FamRom",,stumblingb,kansas
4,@COV19FactFinder your 'news video' from Netherlands shows a protest in March 2021 and the 2 policemen were prosecuted for using undue force in The Hague. Some of your photos from NL are not Covid but protests about Trump and are from a conspiracy outlet in Poland!! False outrage!,,moogie59," UK, European Union 🇪🇺"
5,"@SlenderAbelard I don't like Trump whatsoever,  but if you hate him, meming doesn't do it right, you want to critique him, example the border wall, critique him for that. But they attack him for everything like the Space Force which the force is an extremely good idea because we all rely on...",,ImAmy4872,she/her
